Tweet ID,Conversation ID,Depth,Username,Tweet,Date,Personal Attack?
1012,100127,1,CurrenSy_Spitta,"My grass guy skips a week and it’s fuckin ferngully out here.... had the fight of my life outside tryna wash the elcamino. I won...I’m sorry to any animal rights activists who reads this. Twas either him or me,or my pup,or one of the homies so his ass got the deebo brick.  https://t.co/CmhRKvCquE",3/11/20 17:38,pos
1013,100127,2,ilduhe,@CurrenSy_Spitta Go to the pool store and buy a sulfur tablet. Put the tablet in a 10 gallon sprayer of water. Spray the perimeter of your yard. Sulfur dries out snakes and kills them.,3/11/20 17:41,neg
1014,100127,3,HieroBanzai,@ilduhe @CurrenSy_Spitta I’ll be goddamned I actually learnt something on Curren$y Twitter today. Thanks for the educational moment bruh,3/11/20 17:47,neg
1015,100127,4,_chubbs__,@HieroBanzai @ilduhe @CurrenSy_Spitta Gentlemen this is fucking wholesome content I needed today,3/11/20 18:15,neg
1016,100127,5,PDocOfficial,@_chubbs__ @HieroBanzai @ilduhe @CurrenSy_Spitta Well done sirs handshakes all around,3/11/20 20:49,neg
1017,100127,6,LalaDeann,@PDocOfficial @_chubbs__ @HieroBanzai @ilduhe @CurrenSy_Spitta No hand shakes... unless you know...  https://t.co/ZTNquUvNTG,3/11/20 23:08,neg
1018,100127,7,ilduhe,@LalaDeann @PDocOfficial @_chubbs__ @HieroBanzai @CurrenSy_Spitta Ay fr this how im coming 😂  https://t.co/ikqWQjHiF0,3/11/20 23:09,neg
1019,100128,1,mwaleed_o,This animal can never post on facebook or do a march for his rights. Animals are not tools or objects. They are beings that moral right to live as they want. #animalrights #animalliberation 🐾 ❤️  https://t.co/Qobcq3Cds4,3/16/20 19:39,neg
1020,100128,2,Warethhhh,@mwaleed_o اكيد عندنا في مصر دا,3/16/20 20:24,neg
1021,100128,3,mwaleed_o,@Warethhhh هذا يحدث في كثير من الدول العربيه للاسف,3/16/20 22:43,neg
1022,100129,1,Gr3Te4rights,#dogmom #dogsoftwitter #dogs #DogLife #AnimalRights #animalrescue  https://t.co/uh9zNJv92s,3/26/20 15:39,neg
1023,100129,2,IRatmiroff,@Gr3Te4rights That’s so true!!!!!,3/26/20 16:19,neg
1024,100129,3,Gr3Te4rights,@IRatmiroff  https://t.co/0Ldki5KhLR,3/26/20 19:24,neg
1025,100130,1,DEV0NAOKI,hf twitter might hate me for this but i 100% support those animal rights activists,4/11/20 18:03,neg
1026,100130,2,gaslightshawty,"@girlydior tbh buying real animal fur is better than buying fake animal fur if you wanna y’all about environment wise, BUT killing animals that are damn near going extinct is not acceptable",4/11/20 20:34,neg
1027,100130,3,gaslightshawty,@girlydior talk* not y’all lol.,4/11/20 20:34,neg
1028,100131,1,Sunder_LAD,"Breaking my silence over the controversial  proposed NUFC takeover by a group from Saudi Arabia. One of the most backward, medieval, inhospitable places on the planet. And don’t get me started on their animal rights record. As for Saudi Arabia. I don’t know much about the place.",4/16/20 17:39,neg
1029,100131,2,newcastle1211,@Sunder_LAD How does it feel that if this takeover happens our owner will be 6 times richer than ur entire club,4/16/20 17:43,neg
1030,100131,3,Sunder_LAD,@newcastle1211  https://t.co/XxoaC80zGG,4/16/20 17:47,neg
1031,100132,1,SarkyVegan,"A Health ""Vegan"" an Environmental ""Vegan"" and a Animal rights Vegan all have the same impact on animals. However, a health ""Vegan"" like Liam Hemsworth or an environmental ""vegan"" like George Monbiot are evidence enough why they're not vegans.",4/21/20 16:00,neg
1032,100132,2,peters_sheri,@SarkyVegan You are pretty judgmental aren’t you? I read your tweets and feel like you  made up all the rules &amp;  if they aren’t followed then you aren’t a pure vegan.. ....just saying..... you might want to stop being so black / white and remember there’s always shades of color in the middle,4/22/20 18:35,neg
1033,100132,3,SarkyVegan,@peters_sheri I feel like you read my tweets and took away what you wanted to take away from the tweets without actually understanding where I'm coming from. Please take care during this difficult time. ✌,4/22/20 18:43,neg
1034,100132,4,peters_sheri,@SarkyVegan I was trying to understand. A person can only do that by reading several tweets not just one or two. But I don’t know you and figures into it too you stay safe also ☮️,4/22/20 18:56,neg
1035,100133,1,Ivy_MiddletonUK,"These are the ignorant evil tormentors, torturing innocent beings, imposing their domination and profit from it.  Animals are tortured every day and we don't see it. Speak up for them, boycott the circus and all animal use for our fun times!🐒💔😔 #vegan #govegan #AnimalRights  https://t.co/2AlyPmqgUl",5/1/20 16:42,neg
1036,100133,2,RobRobbEdwards,@Ivy_MiddletonUK Torture of #Animals comes in #Psychological and #Physiological forms   Captive #Animals will never know their #NaturalHabitat again and will often never associate with their own #Species either,5/1/20 17:04,neg
1037,100133,3,EmmaGil78809883,@RobRobbEdwards @_AnimalAdvocate @Ivy_MiddletonUK So sad!!,5/2/20 4:42,neg
1038,100134,1,veganunityday,"⁉️ Poll Time ⁉️ (yes,... again 😜)  Giving human *and* animal rights an equal voice in the #vegan activist community, would be more effective at changing minds than focussing *solely* on animal rights.  As always, clarifications in comments please ✊❤️",5/11/20 16:14,neg
1039,100134,2,EcoGof,"@veganunityday To me, veganism is intersectional. I’ll fight for the exploited workers in slaughterhouses, the third world nations who’s crops are stolen to feed western livestock and for the millions starving because of it.",5/11/20 16:18,neg
1040,100134,3,veganunityday,"@EcoGof Do you think an outreach event ,similar to a cube (for example), which showed both human and animal rights violations, would be effective?",5/11/20 16:23,neg
1041,100134,4,EcoGof,"@veganunityday Good questions, dude. I think when it comes to Cubes, what works so well is the imagery used. It’s jarring, and a total exposure of a well kept secret.  With the human toll of AnAg, it absolutely needs discussed - an outreach session absolutely 1/2",5/11/20 16:26,neg
1042,100134,5,EcoGof,"@veganunityday 2/2 But it can’t, and shouldn’t (IMO), overshadow the hell that the non-human animals go through.  (Hope I’m coming across correctly)",5/11/20 16:27,neg
1043,100134,6,veganunityday,"@EcoGof No, I get you. And I agree it shouldn't overshadow cruelty to animals.  What if we focussed on human suffering in agriculture full stop? Animal and plant agriculture. If the focus was on oppression of humans and non-humans.   (I know these are potentially divisive questions 😁)",5/11/20 16:32,neg
1044,100134,7,EClaire103,@veganunityday @ukmav @EcoGof I don’t like cubes because of the way I was treated. And the approach they use I think is a bit wrong.,5/11/20 16:33,neg
1045,100135,1,angie_karan,"💔😢🐃🐂  Some people  think going vegan is hard…!  How do you think these poor babies feel ?! They feel pain and fear !!!  All we need are humans with hearts that understand…!!  These innocent angels really need your help.   Please be kind, and #GoVegan !!🙏💚🌱 #AnimalRights  https://t.co/LrhfOrxlFM",5/21/20 18:40,neg
1046,100135,2,GangflowersE,@angie_karan The steak i had for dinner today was really tasty,5/21/20 21:04,neg
1047,100135,3,angie_karan,"@GangflowersE Yes, there was pus, cancer and bad KARMA in disguise in it!! Happy digestion NOT!! 👌✌✔✔✔😘 #GoVegan 🌱",5/21/20 22:45,neg
1048,100136,1,pjjohnsonYukon,Do you see the open wound on the back of this dog's leg? And the dog plowing its head into the snow? This NOT normal behaviour! It is the Yukon Quest! Sign the Petition! #Yukon #SledDogs #AnimalAbuse #AnimalRights   https://t.co/ZofIKBix6w  https://t.co/QEfUFXgDTO,6/6/20 18:12,neg
1049,100136,2,CarlaCo92330391,@pjjohnsonYukon Os inúteis e cretinos que organizam estes espectáculos para explorar e torturar animais não passam de inúteis parasitas e sgressores covardes. Que vão trabalhar esses inúteis!!!,6/7/20 15:48,neg
1050,100136,3,pjjohnsonYukon,@CarlaCo92330391 Eu concordo Carla,6/7/20 16:01,neg
1051,100137,1,giacomozucco,"""Black Lives Matter""...except if a black man is *literally starving*, so he hunts, cooks &amp; eats some (unappropriated=res nullius) animal. Because that would conflicts with another form of virtue-signaling folly which is more trendy than anti-racism: ""animal-rights"" fanaticism.",7/1/20 16:20,neg
1052,100137,2,MrHodl,"@giacomozucco I mean.. he could have killed the cat first, no?",7/1/20 16:40,neg
1053,100137,3,Grassmaster_,@MrHodl @giacomozucco Do you realize how much better the flavor is when the cat is burned alive?,7/1/20 16:44,neg
1054,100137,4,giacomozucco,@Grassmaster_ @MrHodl Not sure that's a thing.,7/1/20 18:19,neg
1055,100138,1,komadovsky,"‼️A terrorist took 13 hostages in Lutsk, Ukraine, then demanded that President Zelensky must recommend a movie about animal rights narrated by Joaquin Phoenix. Eventually, President Zelensky complied with terrorist’s demands, the hostages were released. AND IT’S NOT BLACK MIRROR!  https://t.co/AHLhXX3omz",7/21/20 18:07,neg
1056,100138,2,yanoesstoyaqui,@komadovsky @leif_figueroa wtf,7/22/20 12:20,neg
1057,100138,3,leif_figueroa,"@DafneFCh @komadovsky Weeeee, que está pasando???",7/22/20 12:36,neg
1058,100139,1,4ThemUnKn0wn,Please sign: and RT for cats and dogs skinned and decapitated for sickening 'crush' videos. #AnimalRights    #StopAnimalCruelty #Kill4Fun #UnKn0wn 💔💔💔💔💔💔💔💔  https://t.co/QBULd8b3hH,7/26/20 16:15,neg
1059,100139,2,The_Hedgerider,@4ThemUnKn0wn 🖋️😿,7/29/20 14:04,neg
1060,100139,3,4ThemUnKn0wn,@The_Hedgerider 😊👍❤️🐾🐾,7/31/20 13:56,neg
1061,100140,1,IrlagainstFash,"We see a lot of Animal Rights activists sharing ""all lives matter"" ontop of pictures of animals...  It feels like ""one causers"" are out to create hassle again.  Do they not know the ""all lives matter"" is squarely in the White Supremacy box now? Do they not know their fight is ..",8/6/20 17:13,neg
1062,100140,2,Tompool14,@IrlagainstFash Who are they?,8/6/20 19:22,neg
1063,100140,3,IrlagainstFash,"@Tompool14 Different animal rights activists and groups around Europe, here too.",8/8/20 10:49,neg
1064,100141,1,PieterseMarc,Binnenkort is dit de laatste ijsbeer😪  Afgeschoten in Noorwegen 😡  Kwam te dichtbij de toeristen 🤢  Of kwamen de toeristen te dichtbij? 😱  Het dier had gewoon honger 😕  Wij vernietigen zijn habitat ☠️  #ecocide #AnimalRights  #GodVerdomme  https://t.co/XeUhB04pcs,8/11/20 16:26,neg
1065,100141,2,gelukvaneenvoud,@PieterseMarc Inderdaad. Mensen beseffen niet dat dit de omgekeerde wereld is. Net als bomenrijen die gekapt moeten worden omdat automobilisten te hard rijden en er tegenaan knallen.,8/11/20 16:30,neg
1066,100141,3,PieterseMarc,"@gaiaontwaakt Ja...laat ze zich maar doodrijden. Mensen genoeg, bomen niet.",8/11/20 16:32,pos
1067,100141,4,emts85,@PieterseMarc 😢,8/11/20 16:47,neg
1068,100142,1,QueenMab87,You can care about animal rights without making a direct comparison to caring about black lives. Like it’s really possible to think multiple things are important without saying they’re the same,8/16/20 19:22,neg
1069,100142,2,Mutant187,"@QueenMab87 Also, in theory dairy farming can be done ethically. (But too often it isn’t.)",8/16/20 20:30,neg
1070,100142,3,Mutant187,"@KTreelight @QueenMab87 Wow. That’s terrible. But still, those are large scale operations and that’s how they’re currently run. Couldn’t a small farm keep some females and arrange occasional breeding, let females keep their young, and take unfertilized eggs and some milk without destroying family life?",8/18/20 20:06,neg
1071,100142,4,Mutant187,"@KTreelight @QueenMab87 With one male (rooster/bull) per farm, or a “circuit“ male that services multiple farms? (Artificial insemination does raise consent issues.) Isn’t that how small farming used to work? Of course, small business of any kind is now at a disadvantage—and maybe isn’t viable.",8/18/20 20:15,neg
1072,100142,5,QueenMab87,@Mutant187 @KTreelight Can you untag me?,8/18/20 20:15,neg
1073,100143,1,SkepticMohamed,"#HappyNationalDogDay, and remember that Islam views dogs as “impure” and Prophet Muhammad ordered the killing of non-herding and non-hinting dogs during his life. Islam is religion that hates dogs because Muhammad hated them like he hated many beings.   Islamic animal rights.  https://t.co/CibaO8pyS9",8/26/20 16:19,neg
1074,100143,2,clemmike2,@SkepticMohamed But God created dogs. If Dogs were impure why would God create them? Since God is pure and perfect all his creations are .,8/27/20 6:19,neg
1075,100143,3,SkepticMohamed,"@clemmike2 God in Islam is Allah, and Allah wants whatever Muhammad wants. Infidels like me can’t grasp this wisdom.",8/27/20 12:33,pos
1076,100144,1,LouiseStephen9,The unelected &amp; unaccountable United Nations is making its biggest ever grab for control of your food under the guise of climate change &amp; sustainability. This nutty organisation has placed a billionaire vegan animal rights activist in charge of ‘the programme.’  Wake up to the UN,9/16/20 19:15,neg
1077,100144,2,itsjillgardner,@LouiseStephen9 It’s clear now that every agenda is aimed at destroying our health,9/17/20 4:49,neg
1078,100144,3,AmandaTab1963,"@itsjillgardner @LouiseStephen9 Making us weak, compliant and dependant = vulnerable.",9/17/20 8:11,neg
1079,100144,4,itsjillgardner,@AmandaTab1963 @LouiseStephen9 It’s working ☹️,9/17/20 9:05,neg
1080,100145,1,MatthewStadlen,Making Charles Moore the chairman of the BBC would be like appointing a factory farmer to head up an animal rights charity.,9/21/20 16:27,neg
1081,100145,2,IphoneMumbai,@MatthewStadlen Our guilty white middle class privileged person is unhappy means it must be a good thing.,9/21/20 16:29,neg
1082,100145,3,worcestercourt,"@IphoneMumbai @MatthewStadlen I would say Charles is a white elitist funded by the anonymous Tufton St network. Sure, it’s all about the guilt 🤔",9/21/20 16:35,neg
1083,100145,4,IphoneMumbai,@worcestercourt @MatthewStadlen Well... I am talking about the ginger bloke.,9/21/20 16:36,neg
1084,100145,5,MatthewStadlen,"@IphoneMumbai do you think you're intellectually capable of playing the ball rather than the man, Dean? No, really - I'd be interested to know what your view of yourself is. Do you think you're clever? Funny? Sharp-witted?",9/21/20 16:40,neg
1085,100145,6,Scampicus,@MatthewStadlen It would be such a poor decision and again not about ability or creativity but networks or loyalty to Brexit,9/21/20 16:44,neg
1086,100146,1,SheilaGunnReid,"I'm by no means an animal rights activist. And I would never begrudge a starving man a meal of desperation.   But McKenna is a privileged woman from the Western World who sought out animal suffering and a taboo dinner of dog just because when in Rome, I guess.  It's gross.",9/26/20 15:15,neg
1087,100146,2,ManuvSteele,@SheilaGunnReid Can I shamelessly plug a Canadian charity my friend is involved in?  https://t.co/tXKFTJmU4w  They shut down dog meat factories in Korea and rehabilitate the dogs for adoption.,9/26/20 15:20,neg
1088,100146,3,SheilaGunnReid,@ManuvSteele I'm dead. McKennel.,9/26/20 15:48,neg
1089,100146,4,ManuvSteele,@SheilaGunnReid Sounds like it would be her favorite restaurant too.,9/26/20 15:50,neg
1090,100147,1,Unknown__2b,"I just really hope you can  feel his suffering, so that you #DontBuyAticket #OpCloseTheZoo  #EndCaptivity #ZoosAreAbuse  #AnimalRights #unknown #Anonymous  https://t.co/TBO1jCISXB",10/6/20 15:58,neg
1091,100147,2,PrimalAwakening,"@Unknown__2b CC: @UN @WHO @EU_Commission Dear World citizens, What World Leaders don't understand is that if #AnimalWelfare &amp; #ClimateEmergency Standards &amp; deadlines are NOT met they will have no world to rule cause we will ALL be dead.",10/6/20 17:00,neg
1092,100147,3,PrimalAwakening,@Unknown__2b @UN @WHO @EU_Commission We Demand @UN &amp; @WHO &amp; #WolrdLeaders To #EndGreyhoundRacing #YulinDCMT #SKoreaDCMT #HorseMeatTRade #EndTrophyHunting #EndWildlifeTrade #CancelAnimalAg #DismantleDairy #CloseZoos #CloseAquariums #CloseCircuses #EndAnimalSacrifices #EndLiveExport,10/6/20 17:00,neg
1093,100147,4,PrimalAwakening,@Unknown__2b @UN @WHO @EU_Commission #EndHorseRacing #ClosePuppyMills #AnimalCaptivity #CloseAnimalKillShelters #EndDogFighting #EndWildLifeTourism #EndBullfighting #EndGalgoHunting #EndFoxHunting #EndBadgerCulling #EndAnimalTrapping #EndMulesing #CloseFurFarms #CloseBigCatfarms #CloseFishFarms #EndBeastiality,10/6/20 17:01,neg
1094,100148,1,joelle47019650,Live Export at Ramsgate this evening 3 lorry’s  injured sheep  Sheep coughing  Bald tyres on lorry and lorry signs in Dutch   #BanLiveExports  #AnimalAbuse #AnimalRights #GoVegan #FridayThoughts  https://t.co/n8xSDW330l,10/16/20 15:15,neg
1095,100148,2,greennomad61,@joelle47019650 Coughing sheep 😔,10/16/20 18:59,neg
1096,100148,3,joelle47019650,@greennomad61 We always see the Sheep coughing Kras,10/16/20 19:00,neg
1097,100149,1,Gloomy_Halloumi,There’s a burger place in Auckland CBD (which will remain unnamed) whose veggie option is called the “Animal Rights Burger”. That’s so pretentious and unnecessary. Just call it the “Moral High Ground Burger” 🍃 🍔,10/21/20 18:19,neg
1098,100149,2,keezeeahhh,"@Gloomy_Halloumi Do they serve it wrapped in Tom Regan's ""The Case for Animal Rights""? With a Freelee book on the side? A missed opportunity if not",10/21/20 20:35,neg
1099,100149,3,Gloomy_Halloumi,"@keezeeahhh Sadly no, but I wouldn’t be surprised if they did.",10/21/20 20:37,neg
1100,100150,1,NathanJRobinson,"The reasons I am a socialist are the same reasons why I believe in animal rights—a hatred of oppression and hierarchy, a belief that there is a duty to eliminate unnecessary suffering. Here is a compelling argument for why socialists ought to be vegans:    https://t.co/7usI5R7497",12/6/20 17:23,neg
1101,100150,2,denyell23,"@NathanJRobinson I’ll buy you a one way ticket to Venezuela if you’d like, you would be more suited there.",12/6/20 17:28,neg
1102,100150,3,ryanpye87,@denyell23 @NathanJRobinson  https://t.co/IQoamZ2LeD,12/6/20 17:30,neg
1103,100151,1,ZenAndHopscotch,I’d like to alert the fierce animal lovers out there that I just ate a chimichanga and didn’t share with my dog. Now he’s pouty and mad.  Y’all go ahead and unleash the animal rights kraken on me.   I am a monstrous beast.,12/11/20 17:09,neg
1104,100151,2,Ever_Persisting,@ZenAndHopscotch Was it a free-range chimichanga?,12/11/20 18:04,neg
1105,100151,3,ZenAndHopscotch,@Defy_Deception 😂😂😂😂 I do believe the package said it was from free range chimichangas😂,12/11/20 18:05,neg
1106,100152,1,dareenalhabsi,i wanna start a petition or something to shut down *that* zoo that isn’t in muscat and i need help. so many animal rights violations it’s crazy,12/16/20 14:36,neg
1107,100152,2,Jumanaaljabrii,@dareenalhabsi wait what? I had no idea that there was a zoo in Oman,12/16/20 22:58,neg
1108,100152,3,Jumanaaljabrii,"@dareenalhabsi ohh nvm, I remember now",12/16/20 22:59,neg
1109,100153,1,Unknown__2b,"20-12 #EU #italy #Menfi #Agrigento  #Sicilia they point at the lifeless  little body of this creature  hanging from a tree,  are there authorities that do something with this #EveryLifeIsPrecious #AnimalRights  https://t.co/M9g1r6rpNr",12/21/20 18:32,neg
1110,100153,2,SunnyEvergreen2,@Unknown__2b People must be pushed for all their hideous crimes. This is a murder &amp; this life mattered. I am so sick of the evil people do &amp; the governments that do not make it a criminal offense deserving of jail time. Cats can live up to 30 years. Give it a 30 year sentence. #aYearForAYear,12/21/20 21:20,neg
1111,100153,3,Unknown__2b,"@SunnyEvergreen2 totally agreed with you Sunny, they are the ones who can stop this",12/21/20 22:04,neg
1112,100154,1,Ivy_MiddletonUK,"Despite the fact that pigs are highly intelligent, sentient beings who feel pain as much as we do, they are regarded in terms of “commodities,” and profits by the factory-farming industry. Like many other animals, pigs are not even perceived as living being #vegan #animalrights  https://t.co/GayvHffmNo",12/26/20 14:36,neg
1113,100154,2,RobRobbEdwards,@Ivy_MiddletonUK It must take a special person to disregard the sentience of #Pigs and all #Animals to brutally kill and dismember them for food,12/26/20 17:16,neg
1114,100154,3,MeZausted,"@RobRobbEdwards @awkward_1110 @Ivy_MiddletonUK And yet we all talk with them at work, in shops, on the street etc. They are everywhere. No wonder I hate leaving the house these days. Covid aside.",12/26/20 17:39,neg
1115,100155,1,bowenseayb,Her name is Avery Hess from Rocklin High School this is unacceptable #BlackLivesMatter  https://t.co/xLMzkTd2l4,1/6/20 18:46,neg
1116,100155,2,duque_maile,"@bowenseayb i get that what she did was super shitty and i don’t think she should be forgiven at all but she’s 16. her address shouldn’t be posted on here for people to pull up freely, and she shouldn’t be getting threatened. again it’s not right what she did but she’s still a child.",1/7/20 15:19,neg
1117,100155,3,MiaMarcellece,@duque_maile @bowenseayb If you want to report the people putting her address that’s your choice but you can’t tell others how they should and should not react. There is no guide book on how to react to shit like this. Getting shot for being black is terrifying too🤷🏾‍♀️ the real solution is not being racist,1/8/20 18:19,neg
1118,100155,4,duque_maile,@MiaMarcellece @bowenseayb i’m not telling people how to react but that’s just making a bad problem worse. how do you think it looks on all these people threatening her and putting her info out there? she. is. a. child. sure she deserves the shit talk but not the threats,1/8/20 18:23,neg
1119,100155,5,MiaMarcellece,@duque_maile @bowenseayb 16 is not a child. She is the problem.,1/8/20 18:28,neg
1120,100155,6,duque_maile,@MiaMarcellece @bowenseayb yes her and her environment is the problem but she’s still a child. pls understand this argument isn’t for her but for her safety. i’d be saying the same for any person.,1/8/20 18:36,neg
1121,100156,1,TheRoot,Black Lives Matter South Bend vows to follow the Pete Buttigieg campaign wherever it goes and challenge him on his record on fighting homelessness and police violence.   https://t.co/aPkuNdu5W6  https://t.co/phqifRSTAb,1/11/20 15:30,pos
1122,100156,2,SportsTrashTal2,@TheRoot Million dollar question....who is funding them to travel with pete...I smell someone or a certain rival campaign behind this,1/11/20 19:16,neg
1123,100156,3,AbsolutelyMalc1,"@SportsTrashTal2 @TheRoot yes, how could anyone possibly travel less than 500 miles without shadowy benefactors",1/13/20 16:13,neg
1124,100157,1,Jordvnn_,"Senior year of high school my teacher asked me if I liked his tie (it was black,green, yellow and red tie) I look up and say sure and he goes  “Its my black lives matter tie” and then he turns to my friend and asked “Does this give me street cred” 🤦🏾‍♂️",1/16/20 15:49,neg
1125,100157,2,TrulyMarvin,@Jordvnn_ Dr. Tucker was wild😂😂😂,1/16/20 16:26,neg
1126,100157,3,Jordvnn_,@TrulyMarvin Mans had no chill at all he really said whatever was on his mind and didnt give a fuck,1/16/20 16:31,neg
1127,100158,1,Blklivesmatter,"Rest in power, Legend. Thank you for inspiring so many of us. We know too well that tomorrow is not promised so we will remember to love on each other every day. #KobeBryant #giannabryant #RestinPower #BlackLivesMatter  https://t.co/Ov6ThfSVKx",1/26/20 18:43,neg
1128,100158,2,DaltonECasonSr1,"@Blklivesmatter Alison Morris comments about Kobe  is a classic example of what "" WHITE LIBERAL RACIST ""  think.  What is the different between liberal racist and the kkk  ZERO",1/30/20 9:52,neg
1129,100158,3,dgt1017,@DaltonECasonSr1 @Blklivesmatter First of all you can't tell the truth to black folk cause they love those white liberals who have always been the racist. And Kobe was a public figure &amp; all of that goes with being FAMOUS. It's called expressing ones 1st amendment right where you agree with him/her or not.,2/2/20 9:55,neg
1130,100159,1,ewarren,"#BlackLivesMatter at school. Every student deserves to learn in a welcoming and safe public school. As president, I’ll ensure that the federal government plays its part in bringing a positive, nurturing climate to every school.  https://t.co/rqM6DYjKdC",2/1/20 17:19,neg
1131,100159,2,socalmd54,@ewarren Has any other candidate been brave enough to say #BlackLivesMatter?,2/1/20 18:39,neg
1132,100159,3,Annabel66649587,@socalmd54 @ewarren I believe Bernie said it at a debate in 2016 (he was asked the question),2/2/20 13:58,neg
1133,100160,1,ClaireBear11223,At this point you’re just being racist. Wouldn’t surprise me if you thought the black lives matter movement was bullshit.. again you as a white person can’t sit here and dictate what black people can and cant say. You haven’t experienced discrimination on the same level,2/11/20 17:51,neg
1134,100160,2,Onpointauesthe1,@ClaireBear11223 I meant black neighbourhoods,2/11/20 18:18,neg
1135,100160,3,ClaireBear11223,@Onpointauesthe1 Thats more of a gang violence &amp; gun control problem than race but okay,2/11/20 18:20,neg
1136,100160,4,Onpointauesthe1,@ClaireBear11223 Ands voilence and voilent crime's happen from which race the most.....,2/11/20 18:35,neg
1137,100161,1,QueersAgnstPete,"""I am concerned that former mayor Pete is all talk and no action when it comes to supporting the @Blklivesmatter movement, the transgender community, and at-risk LGBT+ lives. His lack of attention on transgender women of color who are being systematically killed or... [1/3]",2/21/20 18:44,neg
1138,100161,2,QueersAgnstPete,"@Blklivesmatter ... over-incarcerated in prisons that don't align with their gender + his lack of presence and support for transgender people as a whole in this nation is deeply concerning. His record on homelessness is a problem, an issue that disproportionately affects trans people. [2/3]",2/21/20 18:45,neg
1139,100161,3,byphilcrawford,@QueersAgnstPete @Blklivesmatter . . . and what did #PeteButtigieg really ever do for queer rights? It's not like he ever was on the forefront of any civil rights movement. The dude is just riding on the coattails of everyone else's hard work. #LGBTQ,2/21/20 18:46,pos
1140,100162,1,RWPUSA,"Several of the candidates are not in good standing with the NAACP. This problem has to be fixed. Democrats will LOSE in November without African American votes.  Minneapolis NAACP, Black Lives Matter call on Klobuchar to suspend campaign  https://t.co/30ps3ffbHM",2/26/20 18:52,neg
1141,100162,2,DTweeterburn,@RWPUSA Maybe identity politics isn’t such a bad thing after all eh Richard?,2/26/20 18:57,neg
1142,100162,3,RWPUSA,@DTweeterburn Identity politics is racism pure and simple. Identity politics is what Trump does. This is about civil rights.,2/26/20 19:15,neg
1143,100162,4,DTweeterburn,@RWPUSA Sure sure.   We’ve been over this.   Identity politics is what right wing nut jobs call policies designed to help non whites.   But you keep doing you and wondering why people of color scoff at your inane definition.,2/26/20 19:17,neg
1144,100163,1,KashJackson2018,"@Hebahersi @BernieSanders @JoeBiden @ninaturner @hilaryr When I ran for Governor I was actually endorsed by the Black Lives Matter group from my county. I'm far from a ""Klansmen"".",3/6/20 18:19,neg
1145,100163,2,WilliamsSamuell,@KashJackson2018 @MattOdamn @_nickcarbone And you speak for the majority LOL you can call it anecdotal all you want but I live it...so ya There’s that,3/7/20 10:52,neg
1146,100163,3,KashJackson2018,@WilliamsSamuell @MattOdamn @_nickcarbone Thats what makes it anecdotal.,3/8/20 9:57,neg
1147,100164,1,lexi_pyle54,"Please let it be known that during a global pandemic Russellville, AL approved of a KKK rally that was protected by police. They even had the police escort them to their cars. #BlackLivesMatter #PoliceBrutality #disarmhate  https://t.co/b6edlOWtrK",3/21/20 15:15,neg
1148,100164,2,_ryanpollard,@lexi_pyle54 Do you know what the First Amendment to the United States Constitution says?,3/22/20 13:27,neg
1149,100164,3,_ryanpollard,"@lexi_pyle54 There’s no approving or disapproving of that horrible group. They legally have the right to do that, as awful as it is. Russellville police cannot stop them.",3/22/20 13:32,neg
1150,100165,1,richardlevangie,Fitting that an avowed socialist has his #birthday on #MayDay   It’s quiet. Baked myself a gingerbread cake. Making #sourdough  #pizza.   Seen earlier. Wearing my #badass leather jacket. #BlackLivesMatter tee shirt. #COVID__19 scarf. This is 61. #ClimateChange #SocialJustice  https://t.co/xlsqu8UzMW,5/1/20 19:21,neg
1151,100165,2,nadia_detriment,@richardlevangie Hey! Happy birthday from even more than six feet away.,5/1/20 20:22,neg
1152,100165,3,richardlevangie,@nadia_detriment Or to mention billions of electrons!   Thanks so much!,5/1/20 21:02,neg
1153,100166,1,Lee_DaVinci,"Alot of white Democrats are jumping in the Black Lives Matter movement, and I feel like it would be beautiful if there wasn't a political agenda behind it  .",5/11/20 19:43,neg
1154,100166,2,republibrarian,@Lee_DaVinci  https://t.co/K6OXtuTKfW,5/11/20 19:48,neg
1155,100166,3,FirepowerRKBA,@republibrarian @Lee_DaVinci Check out “The Iron Triangle” by Vince Everett Ellison @VinceEEllison that’ll answer the question.,5/12/20 23:03,neg
1156,100167,1,Freeyourmindkid,"But at the end of the day, I could post 1000 white supremacists who have infiltrated Black Lives Matter spaces and God knows how many attempts from them to cause unrest so that Black folks will get hurt, but at the end of the day, half of y'all still won't care",6/16/20 19:59,neg
1157,100167,2,DaceDolores,@Freeyourmindkid This guy broke the Ferguson police station windows. He lives 56 mi away in a town that’s 96% white &amp; his FB page is pro-Trump.  https://t.co/PLBE2ZQte5,6/16/20 20:04,neg
1158,100167,3,Wellitistrueso,@DaceDolores @Freeyourmindkid He looks like a lion,6/16/20 20:12,neg
1159,100167,4,Ktron80,@JessicaRain7 @DaceDolores @Freeyourmindkid A lion with diabetes maybe,6/16/20 21:09,neg
1160,100168,1,CharlieDaniels,Mayor Jenny Durkan of Seattle has made the statement that what happened at Chop was an “incredibly peaceful” protest What don’t they ask her if black lives matter. Never heard murder described ad peaceful.,7/1/20 19:58,neg
1161,100168,2,sterlingknuckle,"@CharlieDaniels True BLM members are peaceful, outsiders using the name causes the problems",7/1/20 22:06,neg
